category,product_name,mpn,confidence
Storage,Acer SA100,BL9BWWA104,high
Storage,Integral M,INSSD512GM280NM1,high
Storage,Western Digital PC SN730,SDBQNTY-1TOO,high
Storage,ADATA Legend 750,ALEG-750-500GCS,high
Storage,Patriot Viper VP4300,VP4300-2TBM28H,high
Storage,Verbatim Vi560,70384,high
Storage,HP S700,2DP98AAABC,high
Storage,Mushkin Tempest,MKNSSDTS2TB-D8,high
Storage,Sabrent Rocket 4 Plus G,SB-RKTG-2TB,high
Storage,Lexar NM700,LNM700-256RBNA,high
Storage,Micron 2300,MTFDHBA256TDV-1AY1AA,high
Storage,Seagate Exos X22,ST20000NM004E,high
Storage,Acer Predator GM7,BL9BWWR117,high
Storage,Toshiba DT01-V,DT01ABA100V,high
Storage,NEMIX RAM NEMESIS,NMS-M2G4N-2TB,high
Storage,HP FX700,8U2N3AA,high
Storage,Micron 5400 Pro OPAL,MTFDDAK7T6TGA-1BC15ABYY,high
Storage,Lenovo S4520,4XB7A17101,high
Storage,Lenovo S4520,4XB7A17120,high
Storage,Klevv CRAS C910 Lite,K01TBM2SP0-C9L,high
Storage,KingSpec XG7000,XG7000-1TB-2242,high
Storage,AGI AI818,AGI512G43AI818,high
Storage,Seagate BarraCuda 520,ZP4096CM3A002,high
Storage,‎FFF Smart Life Connected ‎G-Storategy NV470 w/Heatsink,NV47002TBY3G1,high
Storage,Apacer AS350X,AP512GAS350XR-1,high
Storage,Toshiba X300 Pro,HDWR51CXZSTB,high
Storage,Seagate IronWolf NAS,ST14000VN0008,high
Storage,Seagate Enterprise Capacity,ST4000NM0065,high
Storage,Integral V Series 2,INSSD240GS625V2,high
Storage,Western Digital Purple,WD40PURZ,high
Storage,KIOXIA BG4,KBG40ZNS512G,high
Storage,Western Digital Black,WD6001FZWX,high
Storage,Seagate Enterprise Performance,ST1800MM0129,high
Storage,Western Digital Blue,WDBH2D0060HNC-NRSN,high
Storage,Patriot P410,P410P500GM28H,high
Storage,Seagate BarraCuda Pro,ST6000DM004,high
Storage,Seagate SkyHawk,ST10000VX0004,high
Storage,Addlink S90,AD2TBS90M2P,high
Storage,Integral MO-300,INSSD256GMSA,high
Storage,Western Digital RE3,WD7502ABYS,high
Storage,Intel 540s,SSDSC2KW240H6X1,high
Storage,Seagate IronWolf Pro,ST10000NE0004,high
Storage,Patriot VPN100,VPN100-256GM28H,high
Storage,Silicon Power A58,SU256GBSS3A58A25CA,high
Storage,Toshiba S300 Pro,HDWT380UZSVA,high
Storage,Transcend 250S,TS4TMTE250S,high
Storage,Toshiba MG09 512e,MG09ACA18TE,high
Storage,Hitachi 7K1000.C,HDS721025CLA382,high
Storage,Seagate BarraCuda,ST3500641ASRK,high
Storage,Western Digital Caviar Green,WD10EARX,high
Storage,Intel 530,SSDSCKGW080A401,high
Storage,Toshiba MG07ACA14TE,MG07ACA14TE,low
Storage,Gigabyte GP-GSM2NE8512GNTD,GP-GSM2NE8512GNTD,low
Storage,Intel DC P3500,SSDPE2MX020T401,high
Storage,Seagate FireCuda 530 w/Heatsink,ZP500GM3A023,high
Storage,Lexar Professional NM800PRO w/Heatsink,LNM800P002T-RN8NG,high
Storage,Seagate Exos X24,ST16000NM007H,high
Storage,KIOXIA EXCERIA w/Heatsink,LSC11K2T04G8,high
Storage,SanDisk Optimus GX PRO 850X (w/Heatsink),SDSP81200TAH-000E0,high
Storage,Hitachi 7K1000.C,HDS721050CLA362,high
Storage,Seagate Barracuda XT,ST33000651AS,high
Storage,Samsung Spinpoint M8,HNM101MBB,high
Storage,Seagate Constellation ES,ST2000NM0011,high
Storage,Samsung 830,MZ7PC256NAM,high
Storage,Seagate Barracuda 7200.11,ST3320613AS,high
Storage,Western Digital AV-GP,WD5000AVCS,high
Storage,Seagate Momentus 7200.4,ST9500423AS,high
Storage,Western Digital Raptor,WD1500ADFS,high
Storage,OCZ RevoDrive,OCZSSDPX1RVD0230,high
Storage,Samsung 840,MZ7TD120BW,high
Storage,Samsung 840,MZ7TD500BW,high
Storage,Samsung Spinpoint F3,ST1000DM005HD103SJ,high
Storage,Samsung Spinpoint M8,HNM101MBBST1000LM024,high
Storage,Western Digital Black,WD7500BPKX,high
Storage,Intel 530,SSDSC2BW180A401,high
Storage,Kingston SSDNow 200,SS200S330G,high
Storage,Toshiba HDD3B04,HDD3B04,low
Storage,Corsair Force LS,CSSDF120GBLS,high
Storage,Seagate STCL4000400 Retail Kit,STCL4000400,low
Storage,Western Digital Purple,WD10PURX,high
Storage,HP 628065-B21,628065B21,high
Storage,Crucial BX100,CT500BX100SSD1,high
Storage,Seagate NAS HDD,ST4000VN003,high
Storage,SanDisk SSD PLUS,SDSSDA240GG25,high
Storage,Western Digital Black,WD5001FZWX,high
Storage,SK Hynix SL308,HFS120G32TND-N1A2A,high
Storage,Samsung 850 Evo,MZ-N5E1T0BW,high
Storage,Crucial MX300,CT275MX300SSD4,high
Storage,OCZ RD400A,RVD400-M22280-1T-A,high
Storage,Transcend TS240GSSD220S,TS240GSSD220S,low
Storage,Toshiba MQ02ABD100H,MQ02ABD100H,low
Storage,Seagate BarraCuda Pro Compute,ST500LM034,high
Storage,TEAMGROUP L5 LITE 3D,T253TD480G3C101,high
Storage,TEAMGROUP L5 LITE 3D,T253TD001T3C101,high
Storage,Mushkin Source,MKNSSDSR500GB,high
Storage,Mushkin PILOT,MKNSSDPL500GB-D8,high
Storage,Corsair MP300,CSSD-F240GBMP300,high
Storage,Western Digital Blue SN500,WDS250G1B0C,high
Storage,Gigabyte AORUS RGB,GP-ASM2NE2256GTTDR,high
Storage,Toshiba MG04ACA200N,MG04ACA200N,low
Storage,Seagate Barracuda Compute,ZA1000CM1A002,high
Storage,Samsung PM863,MZ-7LM9600,high
Storage,Western Digital Gold,WD102KRYZ,high
Storage,Hitachi 0TS1303,0TS1303,low
Storage,Inland 1TB Performance,1TB-NVME-PERFRM,high
Storage,Silicon Power A55,SP064GBSS3A55S25,high
Storage,Patriot Burst,PBU960GS25SSDR,high
Storage,Seagate FireCuda 510,ZP500GM3A001,high
Storage,ADATA XPG GAMMIX S11 Pro,AGAMMIXS11P-2TT-C,high
Storage,Western Digital WD Blue,WDBNCE2500PNC-WRSN,high
Storage,Sabrent Rocket Q,SB-RKTQ-500,high
Storage,Seagate FireCuda 120,ZA500GM10001,high
Storage,Inland Platinum,1TB-NVME-QLC-V2,high
Storage,TEAMGROUP EX2,T253E2002T0C101,high
Storage,Western Digital Black,WD8001FZBX,high
Storage,Western Digital Black AN1500,WDS400T1X0L-00AUJ0,high
Storage,Western Digital Ultrastar DC HC550,0F38461,high
Storage,PNY XLR8 CS3140 w/Heatsink,M280CS3140HS-2TB-RB,high
Storage,TEAMGROUP T-Force Delta Max White RGB Lite,T253TM001T0C425,high
Storage,Samsung PM893,MZ-7L324000,high
Storage,Samsung PM893,MZ-7L348000,high
Storage,Verbatim Vi560,70026,high
Storage,HP EX900 Plus,35M33AAABA,high
Storage,MSI SPATIUM M480 HS,S78-440Q100-P83,high
Storage,Inland QN322,1TB-QN322-NVME,high
Storage,ADATA LEGEND 700,ALEG-700-512GCS,high
Storage,Sabrent Rocket 4 Plus G,SB-RKTG-1TB,high
Storage,Western Digital WD Blue,WDBNCE0010PNC-WRSN,high
Storage,Western Digital WD Blue,WDBNCE0020PNC-WRSN,high
Storage,Intel Optane DC P4801X,SSDPEL1C100GA01,high
Storage,Western Digital SN530,SDBPMPZ-512G,high
Storage,PNY CS1031,M280CS1031-1TB-CL,high
Storage,ADATA LEGEND 700 GOLD,SLEG-700G-1TCS-S48,high
Storage,Netac NV5000-t,NT01NV5000T-1T0-E4X,high
Storage,HP FX900 Pro,4A3U2AAABB,high
Storage,Micron 2400,MTFDKBK1T0QFM-1BD1AABYYR,high
Storage,Micron 2400,MTFDKBA512QFM-1BD1AABYYR,high
Storage,GOODRAM IRDM PRO SLIM,IRP-SSDPR-P44S-1K0-80,high
Storage,Transcend MTE245S,TS500GMTE245S,high
Storage,HP FX700,8U2N5AA,high
Storage,Lenovo ThinkPad OPAL,4XB1K26774,high
Storage,Sabrent Rocket nano 2242,SB-2142-1TB,high
Storage,Orico J-10,J10-2TB,high
Storage,Orico O7000,O7000-512GB,high
Storage,Integral M2,INSSD2TM280NM2X,high
Storage,Acer Predator GM9000,BL9BWWR129,high
Storage,Acer Predator GM9000,BL9BWWR130,high
Storage,Western Digital Gold,WD8005FRYZ,high
Storage,Seagate ST1000NX0333,ST1000NX0333,low
Storage,Seagate Exos X16,ST10000NM002G,high
Storage,Toshiba DT02-V,DT02ABA400V,high
Storage,Seagate Exos 7E10 512e/4Kn,ST10000NM017B,high
Storage,Western Digital Red,WD50EFRX,high
Storage,Western Digital WD Green,WDS240G3G0B,high
Storage,Toshiba N300 Pro,HDWG51CXZSTB,high
Storage,Integral INSSD1TM2230G3,INSSD1TM2230G3,low
Storage,Western Digital Black,WD5000LPSX,high
Storage,Western Digital AV-25,WD5000LUCT,high
Storage,Hitachi Travelstar,0J22423,high
Storage,Western Digital Red,WD101EFAX,high
Storage,Western Digital Purple,WD84PURZ,high
Storage,Toshiba N300,HDWG51JUZSVA,high
Storage,VisionTek DLX4 Pro,901570,high
Storage,Seagate Exos X24,ST24000NM007H,high
Storage,Addlink G55H,AD2TBG55HM2P,high
Storage,Addlink G55,AD1TBG55M2P,high
Storage,Seagate Exos 7E10 512n,ST4000NM000B,high
Storage,Toshiba S300,HDWT860UZSVA,high
Storage,Western Digital RE4-GP,WD2002FYPS,high
Storage,Seagate Pipeline HD,ST2000VM002,high
Storage,Seagate BarraCuda,ST3500630A,high
Storage,Western Digital Purple,WD100PURZ,high
Storage,Western Digital Gold,WD6003FRYZ,high
Storage,Western Digital Caviar Blue,WD10EALS,high
Storage,Intel 730,SSDSC2BP480G4R5,high
Storage,Western Digital Purple,WD82PURZ,high
Storage,Seagate Game Drive,ZP2000GP3A4001,high
Storage,Samsung Spinpoint F2 EG,HD103SI,high
Storage,Seagate Momentus 5400.6,ST9250315AS,high
Storage,Lenovo ThinkPad,0A65632,high
Storage,Silicon Power Silm S55,SP120GBSS3S55S25,high
Storage,Seagate Enterprise Capacity,ST3000NM0005,high
Storage,Intel DC S3500,SSDSC2BB240G4K5,high
Storage,Sabrent Rocket,SB-1342-2TB,high
Storage,Acer SA100,BL9BWWA103,high
Storage,SanDisk Extreme,SDSSDXPM2-1T00-G25,high
Storage,Western Digital Black SN750 Rev2,WDBRPG0020BNC-WRSN,high
Storage,Western Digital Black SN750 Rev2,WDBRPG5000ANC-WRSN,high
Storage,Western Digital Purple Pro,WD141PURP,high
Storage,Seagate SkyHawk AI,ST18000VE002,high
Storage,Addlink A95,AD4TBA95M2P,high
Storage,Toshiba N300,HDWG11AUZSVA,high
Storage,Toshiba N300,HDWG21CUZSVA,high
Storage,Seagate Exos X18,ST10000NM018G,high
Storage,Kingston Fury Renegade with Heat Sink,SFYRSK500G,high
Storage,Titanium Micro PD560,TMNSSDT-PD560-500GB,high
Storage,Gigabyte AI TOP 100E,AI100E2TB,high
Storage,Integral V Series Plus,INSSD512GS625V2P,high
Storage,Western Digital Caviar Green,WD5000AACS,high
Storage,Western Digital Scorpio Blue,WD1600BEVT,high
Storage,Samsung Spinpoint F1 DT,HD083GJ,high
Storage,OCZ Vertex 3,VTX325SAT3480G,high
Storage,Western Digital SiliconEdge Blue,SSCD0256SC2100,high
Storage,ADATA S510,AS510S3120GMC,high
Storage,Hitachi Travelstar Z5K500,HTS545050A7E380,high
Storage,Crucial M4,CT256M4SSD2BAA,high
Storage,Samsung 830,MZ7PC256BWW,high
Storage,OCZ Vertex 4,VTX425SAT3256G,high
Storage,Samsung 840,MZ7TD250BW,high
Storage,Seagate Momentus XT,ST500LX003,high
Storage,Hitachi Deskstar 7K4000,HDS724040ALA640,high
Storage,Toshiba MG03ACA,MG03ACA100,high
Storage,Intel 710,SSDSA2BZ200G301,high
Storage,Toshiba MG03ACA400,MG03ACA400,low
Storage,Transcend SSD370,TS512GSSD370,high
Storage,Samsung SM843TN,MZ7WD240HCFV00003,high
Storage,MyDigitalSSD Super Boot Drive,MDMSSB008,high
Storage,Crucial MX200,CT1000MX200SSD1,high
Storage,Hitachi Ultrastar He8,0F23668,high
Storage,Kingston Predator,SHPM2280P2H240G,high
Storage,SanDisk Z400s,SD8SBAT128G1122,high
Storage,Hitachi HTS547550A9E384,HTS547550A9E384,low
Storage,Seagate Momentus 5400.3,ST940815A,high
Storage,Samsung 750 EVO,MZ750120BW,high
Storage,AMD Radeon R3,R3480GB,high
Storage,Biwin CSE25A00001-512,CSE25A00001-512,low
Storage,Intel 600p,SSDPEKKW128G7X1,high
Storage,Seagate BarraCuda Pro,ST2000DM009,high
Storage,Western Digital Gold,WD101KRYZ,high
Storage,Western Digital Gold,WD2005FBYZ,high
Storage,Seagate BarraCuda,ST31000333AS,high
Storage,Intel Pro 6000p,SSDPEKKF256G7X1,high
Storage,Crucial BX300,CT120BX300SSD1,high
Storage,Intel 760p,SSDPEKKW128G8XT,high
Storage,XPG GAMMIX S10,ASX7000NPC-1TT-C,high
Storage,Intel 545s,SSDSCKKW256G8X1,high
Storage,ADATA XPG SX8200 960,ASX8200NP-960GT-C,high
Storage,ADATA Ultimate SU650,ASU650SS-960GT-C,high
Storage,Corsair MP510,CSSD-F480GBMP510,high
Storage,TCSunBow X3,X3-480GB-1,high
Storage,Samsung 860 Evo,MZ-M6E500BW,high
Storage,Intel 545s,SSDSC2KW128G8X1,high
Storage,Seagate IronWolf Pro,ST4000NE0025,high
Storage,Seagate Enterprise Capacity,ST2000NX0403,high
Storage,Seagate BarraCuda Pro Compute,ST12000DM001,high
Storage,ADATA XPG GAMMIX S11 Pro,AGAMMIXS11P-256GT-C,high
Storage,ADATA XPG GAMMIX S5,AGAMMIXS5-256GT-C,high
Storage,ADATA XPG GAMMIX S5,AGAMMIXS5-1TT-C,high
Storage,Gigabyte AORUS,GP-ASM2NE6500GTTD,high
Storage,Intel DC S3610,SSDSC2BX800G4P,high
Storage,Seagate Exos 7E8,ST2000NM000A,high
Storage,Kingston KC600B,SKC600B512G,high
Storage,Asura Genesis Xtreme,AGX0256BK,high
Storage,Transcend 220S,TS512GMTE220S,high
Storage,TEAMGROUP T-Force Vulcan G,T253TG512G3C301,high
Storage,ADATA XPG GAMMIX S70,AGAMMIXS70-1T-C,high
Storage,Corsair MP600 CORE,CSSD-F1000GBMP600COR,high
Storage,Corsair MP600 PRO,CSSD-F1000GBMP600PRO,high
Storage,Neo Forza NFS01,NFS011SA348-6007200,high
Storage,Lexar NM610,LNM610-250RBNA,high
Storage,MSI SPATIUM M480,SM480N1TB,high
Storage,Western Digital Purple,WD180PURZ,high
Storage,Addlink S70,AD256GBS70LTM2P,high
Storage,ADATA ATOM 50,AATO-50-1TCI,high
Storage,Patriot P200,P200S1TB25,high
Storage,ADATA Legend 740,ALEG-740-1TCS,high
Storage,PNY CS900,SSD7CS900-4TB-RB,high
Storage,TEAMGROUP T-Force Vulcan Z,T253TZ480G0C101,high
Storage,Inland Prime,618996741953,high
Storage,Toshiba X300 Pro,HDWR51AXZSTB,high
Storage,HP EX900 Plus,35M32AAABA,high
Storage,HP FX900 Pro,4A3U0AAABB,high
Storage,HP S750,16L54AAABA,high
Storage,Timetec 35TTFP6PCIE,35TTFP6PCIE-256G,high
Storage,Lexar Professional NM800PRO,LNM800P002T-RNNNG,high
Storage,Lexar Professional NM800PRO,LNM800P512G-RNNNG,high
Storage,Seagate Barracuda ES.2,ST3250310NS,high
Storage,Seagate IronWolf NAS,ST3000VN006,high
Storage,Mushkin Tempest,MKNSSDTS1TB-D8,high
Storage,Corsair MP600 PRO NH,CSSD-F0500GBMP600PNH,high
Storage,Sabrent Rocket 4 Plus G,SB-RKTG-4TB,high
Storage,GOODRAM CL100 gen.3,SSDPR-CL100-120-G3,high
Storage,ADATA LEGEND 850 LITE,ALEG-850L-2000GCS,high
Storage,Inland TN320,2TB-TN320-NVME,high
Storage,Corsair MP700,CSSD-F1000GBMP700R2,high
Storage,Addlink S95,AD8TBS95M2P,high
Storage,KIOXIA BG5 SED,KBG5AZNV256G,high
Storage,Micron 5200 ECO,MTFDDAK480TDC-1AT16A,high
Storage,Western Digital PC SN740 Opal,SDDQNQD-256G,high
Storage,ADATA LEGEND 970,SLEG-970-1000GCI,high
Storage,KingSpec VP101,VP101-2000GB,high
Storage,GOODRAM PX700,SSDPR-PX700-04T-80,high
Storage,AGI AI198,AGI512G16AI198,high
Storage,Hitachi Deskstar 7K1000.C,HDS721010CLA632,high
Storage,TEAMGROUP T-Force Z44A7Q,TM8FFW001T0C129,high
Storage,Integral ADVANTAGE PRO-1,INSSD4TM2280GEN4AP1X,high
Storage,Integral V Series Plus,INSSD1TS625V2P,high
Storage,Orico D10,D10-256GB,high
Storage,Orico D10,D10-1TB,high
Storage,ADATA XPG MARS 980 PRO,SMAR-980P-4TCI,high
Storage,ADATA XPG MARS 970 PLUS,SMAR-970PL-2TCS,high
Storage,Toshiba N300,HDWG21EXZSTA,high
Storage,Hitachi Ultrastar,0F10452,high
Storage,Western Digital Purple,WD60PURX,high
Storage,Acer RE100,RE100-25-256GB,high
Storage,Seagate IronWolf NAS,ST10000VN0004,high
Storage,Toshiba S300 Pro,HDWT360UZSVAR,high
Storage,Silicon Power UD90,SP01KGBP44UD9007,high
Storage,Intel DC P3600,SSDPEDME012T401,high
Storage,Seagate Enterprise Performance,ST2400MM0129,high
Storage,Western Digital WD Red Pro,WD121KFBX,high
Storage,Micron 7400 PRO,MTFDKBG1T9TDZ-1AZ1ZA,high
Storage,Western Digital WD Green,WDS480G3G0B,high
Storage,Western Digital Gold,WD202KRYZ,high
Storage,Seagate ST5000DM000,ST5000DM000,low
Storage,Kingston HyperX FURY RGB,SHFR200480G,high
Storage,Western Digital Purple Pro,WD240PURP,high
Storage,Hitachi 7K1000.B,HDT721010SLA360,high
Storage,Western Digital RE,WD5001F9YZ,high
Storage,Western Digital Gold,WD4002FYYZ,high
Storage,ADATA Ultimate SU650,ASU650SS-480GT-C,high
Storage,Western Digital Gold,WD141KRYZ,high
Storage,Addlink A95,AD2TBA95M2P,high
Storage,Western Digital SN530,SDBPTPZ-512G,high
Storage,Transcend SSD230S,TS1TSSD230S,high
Storage,Seagate Exos X18,ST12000NM001J,high
Storage,Western Digital AV-GP,WD10EVDS,high
Storage,Seagate BarraCuda,ST310005N1A1ASRK,high
Storage,Intel X25-M,SSDSA2MH160G1,high
Storage,Seagate SV35.5,ST2000VX000,high
Storage,Toshiba PH2100U-1I54,PH2100U1I54,high
Storage,Toshiba DT01ACA,HDKPC05,high
Storage,Toshiba MD04ACA400,MD04ACA400,low
Storage,Western Digital Purple,WD80PURZ,high
Storage,Western Digital Black SN750,WDS200T3XHC,high
Storage,Lexar NM600,LNM600-480RBNA,high
Storage,Western Digital Red SA500,WDS200T1R0A,high
Storage,Micron 9300 Pro,MTFDHAL7T6TDP-1AT1ZABYY,high
Storage,Silicon Power US70,SP01KGBP44US7005,high
Storage,Seagate FireCuda 530 w/Heatsink,ZP4000GM3A023,high
Storage,Timetec 30TTQNS3SATA-1TB,30TTQNS3SATA-1TB,low
Storage,Gigabyte AORUS Gen4 5000E,AG450E2TB-G,high
Storage,OWC Mercury Extreme Pro 6G,S3D7P6GS40,high
Storage,Western Digital RE2-GP,WD1000FYPS,high
Storage,Western Digital Caviar Blue,WD5000AALX,high
Storage,Western Digital AV-GP,WD1600AVVS,high
Storage,OCZ Colossus LT,OCZSSD21CLSLT1T,high
Storage,Seagate Barracuda LP,ST31000520AS,high
Storage,Western Digital Caviar Green,WDBAAY0020HNCNRSN,high
Storage,Seagate SV35.5,ST3500410SV,high
Storage,Western Digital Caviar Black,WD6402AAEX,high
Storage,Western Digital Caviar Blue,WDBAAX5000ENCNRSN,high
Storage,Samsung 470,MZ5PA256US,high
Storage,Seagate Momentus XT,ST750LX003,high
Storage,Intel 520,SSDSC2CW240A3K5,high
Storage,Western Digital Caviar Green,WD5000AZRX,high
Storage,Intel 313,SSDSA2VP020G301,high
Storage,Seagate SV35.5,ST3000VX000,high
Storage,OCZ Z-Drive R2 P88,OCZSSDPXZD2P88512G,high
Storage,Toshiba MQ01ABD032,MQ01ABD032,low
Storage,Samsung Spinpoint M8,HNM320MBBST320LM001,high
Storage,SanDisk Ultra Plus,SDSSDHP128GG25,high
Storage,Toshiba Solid State Drive,HDTS251XZSWA,high
Storage,IBM 90Y8572,90Y8572,low
Storage,Crucial M550,CT1024M550SSD1,high
Storage,PNY Optima,SSD7SC240GOPTRB,high
Storage,SanDisk X210,SD6SB2M512G1022I,high
Storage,Corsair Force LX,CSSDF512GBLX,high
Storage,Crucial M550,CT256M550SSD4,high
Storage,Samsung 845DC EVO,MZ7GE960EW,high
Storage,Kingston E50 Enterprise,SE50S37100G,high
Storage,Toshiba MBF245LRC,MBF245LRC,low
Storage,AMD RADEON-R7SSD-240G,RADEONR7SSD240G,high
Storage,Crucial BX100,CT1000BX100SSD1,high
Storage,Crucial MX200,CT500MX200SSD6,high
Storage,Intel DC S3500,SSDSC2BB012T401,high
Storage,Seagate ST980813AS,ST980813AS,low
Storage,Western Digital RE,WD4001FDYG,high
Storage,Silicon Power Silm S55,SP480GBSS3S55S25,high
Storage,OCZ RD400,RVD400-M22280-256G,high
Storage,Kingston SSDNow KC400,SKC400S37512G,high
Storage,Plextor M8Pe,PX-256M8PEG,high
Storage,Intel Pro 5400s,SSDSC2KF010X6X1,high
Storage,Seagate BarraCuda Pro,ST5000DM002,high
Storage,ADATA SU800,ASU800NS38-256GT-C,high
Storage,Lexar NQ100,LNQ100X960G-RNNNG,high
Storage,TEAMGROUP MP44,TM8FPW512G0C101,high
Storage,Patriot Viper PV593,PV593P4TBM28H,high
Storage,SanDisk Optimus GX 7100M,SDSP71200TAT-000E0,high
Storage,Hitachi 7K3000,HDS723020BLA642,high
Storage,Seagate Momentus Thin,ST320LT007,high
Storage,Toshiba MQ01ABF050H,MQ01ABF050H,low
Storage,Seagate STCL2000400,STCL2000400,low
Storage,Seagate ST320LM010,ST320LM010,low
Storage,Intel DC S3710,SSDSC2BA400G401,high
Storage,Seagate IronWolf NAS,ST2000VN004,high
Storage,Silicon Power Slim S55,SP240GBSS3S55S25AE,high
Storage,Western Digital Purple,WD60PURZ,high
Storage,Western Digital WD Red Pro,WD6003FFBX,high
Storage,Seagate Enterprise Capacity,ST4000NM0115,high
Storage,Seagate IronWolf Pro,ST10000NE0008,high
Storage,Western Digital Purple Pro,WD121PURP,high
Storage,KIOXIA EXCERIA PLUS,LRD10Z002TG8,high
Storage,PNY CS1030,M280CS1030-2TB-RB,high
Storage,Patriot Viper VPR400 RGB,VPR400-512GM28H,high
Storage,Silicon Power UD85,SP250GBP44UD8505,high
Storage,Transcend 250S,TS1TMTE250S,high
Storage,Transcend MTE245S,TS250GMTE245S,high
Storage,Transcend MTE240S,TS1TMTE240S,high
Storage,OWC Mercury Electra 6G,S3D7E6GD05,high
Storage,Seagate Exos X24 SED,ST16000NM001H,high
Storage,Western Digital Caviar Green,WD8000AARS,high
Storage,Western Digital Caviar Green,WD15EADS,high
Storage,Western Digital Scorpio Black,WD1600BEKT,high
Storage,Western Digital Scorpio Blue,WD800BEVT,high
Storage,Intel X25-M,SSDSA2MH160G101,high
Storage,Samsung Spinpoint F1 DT,HD502IJ,high
Storage,Seagate SV35.5,ST31000525SV,high
Storage,Seagate Barracuda 7200.12,ST3500418AS25PK,high
Storage,Samsung Spinpoint F4,HD322GJU,high
Storage,Kingston SSDNow V+100,SVP100S2128G,high
Storage,Intel X25-M,SSDSA2MH120G2K5,high
Storage,ADATA S599,AS599S128GMC,high
Storage,OCZ Vertex 2,OCZSSD22VTX320G,high
Storage,Seagate BarraCuda,ST3320413AS,high
Storage,Kingston SSDNow V+,SNVP325S2256GB,high
Storage,Intel 320,SSDSA2CT040G3K5,high
Storage,Western Digital Scorpio Black,WD5000BPKT,high
Storage,Hitachi Deskstar 7K3000,HDS723015BLA642,high
Storage,Seagate Barracuda Green,ST1000DL002,high
Storage,Samsung 830,MZ7PC256DAM,high
Storage,Western Digital VelociRaptor,WD3000BLHX,high
Storage,Plextor M5S,PX256M5S,high
Storage,ADATA Premier Pro SP600,ASP600S332GMC,high
Storage,Intel DC S3700,SSDSC2BA800G301,high
Storage,Intel DC S3500,SSDSC2BB300G401,high
Storage,Seagate 600,ST240HM000,high
Storage,Western Digital Green,WD20NPVX,high
Storage,Seagate ST640LM000,ST640LM000,low
Storage,Seagate Savvio,ST300MM0026,high
Storage,Intel 530,SSDSC2BW240A401,high
Storage,Toshiba Solid State Drive,HDTS212XZSWA,high
Storage,Toshiba HDD3A02,HDD3A02,low
Storage,Western Digital AV-GP,WD40EURX,high
Storage,Kingston SSDNow V300,SV300S37A480G,high
Storage,Kingston SSDNow E100,SE100S37100G,high
Storage,Intel 730,SSDSC2BP240G4R5,high
Storage,Samsung XP941,MZHPU512HCGL00000,high
Storage,Corsair Force LX,CSSDF128GBLX,high
Storage,Seagate 1200 SSD,ST800FM0043,high
Storage,Kingston SSDNow M.2,SM2280S3120GB,high
Storage,SanDisk X300S,SD7UB3Q256G1122,high
Storage,Samsung Spinpoint M9T,ST2000LM003,high
Storage,Axiom Mac Signature III,APLSSDS32480AX,high
Storage,Intel X25-M Mainstream,SSDSA2M080G2GC,high
Storage,Samsung 845DC PRO,MZ7WD800EW,high
Storage,Crucial BX100,CT120BX100SSD1,high
Storage,Seagate Surveillance HDD,ST5000VX0001,high
Storage,Patriot Ignite,PI480GS25SSDR,high
Storage,G.Skill Phoenix Blade,FMPCX8G2R4960G,high
Storage,Intel DC S3610,SSDSC2BX400G401,high
Storage,PNY CS1111,SSD7CS1111240RB,high
Storage,Samsung 850 Evo,MZN5E120BW,high
Storage,Micron M600,MTFDDAK256MBF1A,high
Storage,Micron M600,MTFDDAK512MBF1A,high
Storage,Seagate ST4000NM0054,ST4000NM0054,low
Storage,Kingston Savage,SHSS37A480G,high
Storage,Kingston Savage,SHSS37A960G,high
Storage,Intel 535,SSDSC2BW180H601,high
Storage,Western Digital Ae,WD6001F4PZ,high
Storage,Patriot Ignite M2,PI480GSM280SSDR,high
Storage,Transcend TS64GSSD370S,TS64GSSD370S,low
Storage,Zotac ZTSSD-A4P-120G,ZTSSDA4P120G,high
Storage,SanDisk SSD PLUS,SDSSDA480GG25,high
Storage,OCZ RD400,RVD400-M22280-1T,high
Storage,Seagate ST1000LX001,ST1000LX001,low
Storage,ADATA SP550,ASP550SS3-960GM-C,high
Storage,Samsung PM951,MZVLV128HCGR,high
Storage,Plextor M8Pe,PX-1TM8PEY,high
Storage,OCZ RD400A,RVD400-M22280-128G-A,high
Storage,Intel Pro 5400s,SSDSC2KF360H6X1,high
Storage,Western Digital WD Red Pro,WD101KFBX,high
Storage,SanDisk SSD PLUS,SDSSDA-960G-G26,high
Storage,Kingston A1000,SUV500B120G,high
Storage,Toshiba XG3,THNSN5128GPU7,high
Storage,Gigabyte GP-GSM2NE8256GNTD,GP-GSM2NE8256GNTD,low
Storage,TCSunBow X3,X3-1TB,high
Storage,ADATA SU655,ASU655SS-480GT-C,high
Storage,Seagate ST3250412CS,ST3250412CS,low
Storage,Toshiba MG04ACA600E,MG04ACA600E,low
Storage,ADATA SU800,ASU800NS38-1TT-C,high
Storage,Gigabyte AORUS,GP-ASACNE2512GTTDR,high
Storage,TEAMGROUP GX1,T253X1960G0C101,high
Storage,Kingston KC2000,SKC2000M8250G,high
Storage,Seagate SkyHawk Surveillance,ST10000VX0008,high
Storage,Seagate FireCuda,ZP2000GM30021,high
Storage,Seagate Barracuda Compute,ZA2000CM1A002,high
Storage,Seagate Barracuda Compute,ZP256CM30041,high
